instrument_key,exchange_token,tradingsymbol,name,last_price,,,tick_size,lot_size,instrument_type,,exchange
NSE_EQ|IN2820190113,21893,722PN32,SDL PN 7.22% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE231C01019,9054,SHREYANIND,SHREYANS INDUSTRIES LTD,234.99,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220190127,21946,697MH28,SDL MH 6.97% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KV2,28795,748SIDBI29,SIDBI 7.48% 2029 SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220208,11413,783TS35,SDL TS 7.83% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN000836C014,4494,GS220836C,GOI STRIPS C 220836,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE840Y01029,9940,ONEPOINT,ONE POINT ONE SOL LTD,49.49,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820190121,22220,717PN30A,SDL PN 7.17% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE283H01019,13182,ROHLTD,ROYAL ORCHID HOTELS LTD,395.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220190119,21944,70MH28,SDL MH 7.0% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220232,11767,784TS39,SDL TS 7.84% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820190139,21895,692PN35,SDL PN 6.92% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KX8,29949,749SIDBI29,SIDBI 7.49% 2029 SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220224,11696,789TS36,SDL TS 7.89% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF579M01BB5,30105,GOLD360,360ONEAMC - GOLD360,96.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220190101,21942,727MH30,SDL MH 7.27% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SH6,23291,940SCL27,SEC RE NCD 9.4% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF579M01BC3,756150,SILVER360,360ONEAMC - SILVER360,109.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE284H01025,28662,DAMCAPITAL,DAM CAPITAL ADVISORS LTD,249.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Q4701019,22517,FONEBOX,FONEBOX RETAIL LIMITED,95,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SI4,23297,948SCL27,SEC RE NCD 9.48% SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020170125,623,SGBDEC25,2.50%GOLDBONDS 2025 SR-X,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Q7Q23015,22680,NDRINVIT,NDR INVIT TRUST,0,,,0.01,25000,EQUITY,,NSE_EQ
NSE_EQ|IN0020170117,540,SGBNOV25IX,2.50%GOLDBONDS 2025SR-IX,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SJ2,23295,902SCL27,SEC RE NCD 9.02% SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200017,21940,783MH30,SDL MH 7.83% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SK0,23299,0SCL27,SEC RE NCD SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230191,21281,772KA37,SDL KA 7.72% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020170109,497,SGBNOV258,2.50%GOLDBONDS2025SR-VIII,9800,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220299,13389,767TS35,SDL TS 7.67% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200033,21932,654MH30,SDL MH 6.54% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SD5,23283,965SCL26,SEC RE NCD 9.65% SR I,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230183,21274,774KA36,SDL KA 7.74% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200025,21934,76MH30,SDL MH 7.6% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220281,13387,766TS34,SDL TS 7.66% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230175,21163,773KA35A,SDL KA 7.73% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230159,20945,768KA37,SDL KA 7.68% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200058,21936,657MH31,SDL MH 6.57% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230167,21155,774KA34,SDL KA 7.74% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SF0,23289,0SCL26,SEC RE NCD SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SG8,23293,990SCL27,SEC RE NCD 9.9% SR IV,975.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RN6,20995,990SCL26B,SEC RE NCD 9.9% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RO4,21019,971SCL28B,SEC RE NCD 9.25% SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020170174,7208,717GS2028,GOI LOAN 7.17% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RP1,21024,980SCL33D,SEC RE NCD 9.71% SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE193B01039,10285,AYMSYNTEX,AYM SYNTEX LIMITED,230.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE183A01024,1041,FINPIPE,FINOLEX INDUSTRIES LTD,205.44,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020170141,795,SGBDEC2512,2.50%GOLDBONDS2025 SR-XII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RJ4,21000,948SCL26B,SEC RE NCD 9.48% SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020170133,729,SGBDEC25XI,2.50%GOLDBONDS 2025 SR-XI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RK2,20984,SCLZC25F,SEC RE NCD SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RL0,21008,SCLZC26G,SEC RE NCD SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020170166,945,SGBJAN26,2.50%GOLDBONDS2026SR-XIV,9774.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0RB801010,28888,SENORES,SENORES PHARMACEUTICALS L,611.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020170158,862,SGBDEC2513,2.50%GOLDBONDS2025SR-XIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RM8,21010,965SCL28B,SEC RE NCD 9.65% SR VII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RV9,21030,1025SCL33,SEC RE NCD 10.25% SR XI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE306N08284,21221,9TCAP28,UNSERENCD9.00%SRIIICI&II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE306N08292,21225,910TCAP28,UNSERENCD9.1%SRIIICIII&IV,1120,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RW7,21042,1075SCL33,SEC RE NCD 10.75% SR XI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RX5,21044,980SCL33B,SEC RE NCD 9.8% SR XII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220315,13719,759TS37,SDL TS 7.59% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RY3,21003,SCLZC26F,SEC RE NCD SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RZ0,21056,835SCL23B,SEC RE NCD 10.25% SR XII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220307,13718,763TS36,SDL TS 7.63% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RR7,21026,835SCL23A,SEC RE NCD 10.5% SR IX,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE209A01019,1663,SUNDROP,SUNDROP BRANDS LIMITED,873.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE113A01013,1174,GNFC,GUJ NAR VAL FER & CHEM L,539.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RS5,21016,925SCL28B,SEC RE NCD 10.15% SR VII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820190089,21894,730PN31,SDL PN 7.30% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0TO701015,28687,MAMATA,MAMATA MACHINERY LIMITED,490.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE289B01019,1139,GICHSGFIN,GIC HOUSING FINANCE LTD,199.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RU1,21028,875SCL23A,SEC RE NCD 10.03% SR X,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820190097,21717,73PN34,SDL PN 7.3% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230258,22746,748KA33,SDL KA 7.48% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TA9,23937,SCL310524,SEC RE NCD SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TB7,23934,SCFL310524,SEC RE NCD SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220133,10784,774TS46,SDL TS 7.74% 2046,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230266,22757,745KA40,SDL KA 7.45% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TC5,23932,925SCL26D,SEC RE NCD 9.25% SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220125,10783,774TS45,SDL TS 7.74% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE467B01029,11536,TCS,TATA CONSULTANCY SERV LT,3266,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE201A01024,13796,MANALIPETC,MANALI PETROCHEMICALS LT,68.72,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TD3,23930,888SCL26A,SEC RE NCD 8.88% SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220158,10904,747TS31,SDL TS 7.47% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230241,21820,767KA42,SDL KA 7.67% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230225,21540,769KA40,SDL KA 7.69% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0JFJ01011,22571,BAWEJA,BAWEJA STUDIOS LIMITED,50.95,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE864X01013,16900,DPWIRES,D P WIRES LIMITED,229.43,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220141,10902,745TS30,SDL TS 7.45% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE774D01024,13285,M&MFIN,M&M FIN. SERVICES LTD,265.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230233,21818,773KA41,SDL KA 7.73% 2041,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TE1,23928,965SCL26A,SEC RE NCD 9.65% SR I,982,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230217,21513,768KA39,SDL KA 7.68% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230209,21283,771KA38,SDL KA 7.71% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE737D01021,3316,MODISONLTD,MODISON LIMITED,173.04,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220117,10642,795TS37,SDL TS 7.95% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220109,10545,784TS36,SDL TS 7.84% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0MTP01013,11939,AMIABLE,AMIABLE LOGISTICS (I) LTD,0,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|IN2220200355,2542,704MH29,SDL MH 7.04% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200099,2679,718MN31,SDL MN 7.18% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200081,2078,688MN31,SDL MN 6.88% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TK8,23964,1050SCL31,SEC RE NCD 10.5% SR IX,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200348,2383,708MH31,SDL MH 7.08% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200073,1833,663MN31,SDL MN 6.63% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TL6,23948,948SCL27A,SEC RE NCD 9.48% SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200363,2670,702MH29,SDL MH 7.02% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200065,1368,66MN30,SDL MN 6.6% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TM4,23950,SCL310524A,SEC RE NCD SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220174,10965,746TS49,SDL TS 7.46% 2049,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TF8,23944,99SCL27,SEC RE NCD 9.9% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230290,22993,742KA35,SDL KA 7.42% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TG6,23958,971SCL29A,SEC RE NCD 9.71% SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220166,10964,746TS48,SDL TS 7.46% 2048,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220190,11409,784TS34,SDL TS 7.84% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TH4,23946,902SCL27A,SEC RE NCD 9.02% SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230282,22880,742KA39,SDL KA 7.42% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220182,11160,756TS40,SDL TS 7.56% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE573A01042,14435,JKTYRE,JK TYRE & INDUSTRIES LTD,362.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230274,22868,744KA34,SDL KA 7.44% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07TI2,23942,94SCL27,SEC RE NCD 9.4% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2320200016,21923,8MN30,SDL MN 8% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE227J01012,758558,KALPATARU,KALPATARU LIMITED,417.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R3101011,24632,MIEL,MANGLAM INFRA & ENG LTD,0,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SP9,23301,965SCL29,SEC RE NCD 9.65% SR VII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SQ7,23323,1025SCL34,SEC RE NCD 10.25% SR XII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE206F01022,23553,AIIL,AUTHUM INVEST & INFRA LTD,2628.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE912L01015,25496,ONELIFECAP,ONELIFE CAP ADVISORS LTD,13.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SR5,23319,1075SCFL34,SEC RE NCD 10.75% SR XI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SS3,23303,1015SCFL29,SEC RE NCD 10.15% SR VII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE227C01017,13844,MMFL,MM FORGINGS LTD,362.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2320200057,22301,645MN30,SDL MN 6.45% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200314,1212,635MH28,SDL MH 6.35% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200040,21919,642MN30,SDL MN 6.42% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200306,1000,656MH32,SDL MH 6.56% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SM6,23311,1050SCFL31,SEC RE NCD 10.5% SR IX,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SN4,23307,971SCL29,SEC RE NCD 9.71% SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE850E01012,7902,LFIC,LAKSHMI FIN IND CORP LTD,218.12,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200330,1251,667MH32,SDL MH 6.67% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200032,21921,656MN30,SDL MN 6.56% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SO2,23305,925SCL29,SEC RE NCD 9.25% SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200322,1236,652MH30,SDL MH 6.52% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN000261C015,4555,GS220261C,GOI STRIPS C 220261,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200024,21924,68MN30,SDL MN 6.8% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SX3,23315,1003SCFL31,SEC RE NCD 10.03% SR X,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KQ2,24171,768SID27,SIDBI 7.68% 2027 SR I,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Q5D01013,20488,ACCENTMIC,ACCENT MICROCELL LIMITED,277.7,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SY1,23465,975SCL27,SAMMAANCAP 9.75% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0OUT01019,17890,ORIANA,ORIANA POWER LIMITED,2299.9,,,0.05,75,EQUITY,,NSE_EQ
NSE_EQ|INE451D01029,18962,RAJRATAN,RAJRATAN GLOBAL WIRE LTD,417.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KR0,25132,747SIDBI29,SIDBI 7.47% 2029 SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SZ8,23926,925SCL26C,SEC RE NCD 9.25% SR I,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KS8,25591,734SIDBI29,SIDBI 7.34% 2029 SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE03JI01017,10358,DGCONTENT,DIGICONTENT LIMITED,43.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KT6,25890,744SIDBI28,SIDBI 7.44% 2028 SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07ST1,23313,957SCL31,SEC RE NCD 9.57% SR X,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KM1,20843,779SIDBI27,SIDBI 7.79% 2027 SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SU9,23309,10SCL31,SEC RE NCD 10% SR IX,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KN9,21741,775SIDBI27,SIDBI 7.75% 2027 SR VII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SV7,23317,1025SCFL34,SEC RE NCD 10.25% SR XI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE985A01022,23480,SINCLAIR,SINCLAIRS HOTELS LIMITED,95.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KO7,22668,768SIDB27,SIDBI 7.68% 2027 SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE308E01029,5020,SVPGLOB,SVP GLOBAL TEXTILES LTD,3.14,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0RYC01010,29205,STALLION,STALLION IND FLUOROCHEM L,94.57,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07SW5,23321,980SCL34,SEC RE NCD 9.80% SR XII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE436A01026,19677,ANSALAPI,ANSAL PROP & INFRA LTD,4.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE556F08KP4,23252,768SIDBI27,SIDBI 7.68% 2027 SR IX,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UD1,25550,902SCL27C,SEC RE NCD 9.02% SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230381,23344,744KA33,SDL KA 7.44% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220018,9824,802TS35,SDL TS 8.02% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UE9,25548,990SCL27B,SEC RE NCD 9.90% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230373,23342,742KA32,SDL KA 7.42% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230357,23205,745KA37,SDL KA 7.45% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220034,10207,793TS35,SDL TS 7.93% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UF6,25546,940SCL27A,SEC RE NCD 9.40% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230365,23209,746KA38,SDL KA 7.46% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0V9V01010,27723,DHANLAXMI,DHANLAXMI CROP SCIENCE L,50,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE155Z01011,22349,MACPOWER,MACPOWER CNC MACHINES LTD,1025,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UG4,25544,SCL25924A,SEC RE NCD SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220026,10204,793TS34,SDL TS 7.93% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230340,23201,745KA35,SDL KA 7.45% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230324,23091,737KA37,SDL KA 7.37% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230332,23092,737KA38A,SDL KA 7.37% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920230316,23083,736KA34,SDL KA 7.36% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UA7,25556,SCL25924D,SEC RE NCD SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UB5,25554,SCL25924C,SEC RE NCD SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920230308,22996,741KA36,SDL KA 7.41% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE806T01020,6718,SAPPHIRE,SAPPHIRE FOODS INDIA LTD,330.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UC3,25552,948SCL27D,SEC RE NCD 9.48% SR V,980,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220091,10382,795TS35,SDL TS 7.95% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200231,466,705MH32,SDL MH 7.05% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200223,448,687MH30,SDL MH 6.87% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220083,10334,789TS34,SDL TS 7.89% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE948A01012,5428,TRIGYN,TRIGYN TECHNOLOGIES LTD,82.31,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UN0,25562,971SCL29B,SEC RE NCD 9.71% SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200256,605,655MH28,SDL MH 6.55% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE473A01011,1627,LINDEINDIA,LINDE INDIA LIMITED,6794.5,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200249,599,645MH27,SDL MH 6.45% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200272,773,647MH28,SDL MH 6.47% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE689W01016,16045,PRINCEPIPE,PRINCE PIPES FITTINGS LTD,367.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UH2,25542,SCL25924,SEC RE NCD SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220059,10269,791TS43,SDL TS 7.91% 2043,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE756I01012,757772,HDBFS,HDB FINANCIAL SERVICES L,845.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220042,10212,794TS36,SDL TS 7.94% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200264,596,663MH30,SDL MH 6.63% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UI0,25537,925SCL26F,SEC RE NCD 9.25% SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220075,10272,792TS45,SDL TS 7.92% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200298,973,64MH30,SDL MH 6.4% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE148I07UJ8,25560,925SCL29C,SEC RE NCD 9.25% SR VIII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220200280,776,656MH30,SDL MH 6.56% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
